id,ox,oy,dx,dy,ori_cluster
117,439282.4501,4422437.325,439151.1155,4419350.847,1
118,439468.2194,4422472.625,439234.3643,4419356.014,1
119,439033.4232,4422467.649,439363.3323,4419333.555,1
120,439153.3967,4422430.16,439130.3023,4419315.614,1
121,439305.8618,4422423.257,439313.417,4419312.975,1
122,439358.4893,4422478.543,439381.9217,4419340.684,1
123,439227.3021,4422420.103,439006.9051,4419365.693,1
124,439329.4872,4422470.712,439373.6548,4419330.706,1
125,439059.2368,4422461.398,439218.0175,4419323.555,1
126,439483.6485,4422466.619,439116.8434,4419334.417,1
127,439009.1196,4422473.347,439213.095,4419326.284,1
128,439463.6452,4422406.102,439351.6047,4419315.032,1
129,439188.1944,4422450.828,439135.2863,4419337.072,1
130,439456.4415,4422441.549,439468.8258,4419319.92,1
131,439144.9756,4422405.539,439437.8153,4419371.318,1
132,439344.5347,4422448.132,439161.3317,4419365.438,1
133,439375.5272,4422406.675,439376.617,4419360.012,1
134,439082.7139,4422434.775,439056.8305,4419372.968,1
135,439076.6344,4422422.142,439108.0886,4419373.82,1
136,439478.5913,4422434.281,439252.5154,4419364.305,1
137,439009.0313,4422439.83,439063.6641,4419305.625,1
138,439143.857,4422463.956,439392.8555,4419318.921,1
139,439426.8045,4422405.194,439133.5871,4419337.672,1
140,439022.8085,4422410.965,439341.7533,4419331.005,1
141,439003.5303,4422478.951,439351.5964,4419352.596,1
142,439165.5338,4422404.213,439342.0615,4419373.804,1
143,439180.4562,4422410.342,439232.6719,4419373.376,1
144,439195.8574,4422432.487,439238.3153,4419366.177,1
145,439109.6237,4422418.79,439263.2306,4419306.36,1
146,439247.9845,4422409.938,439259.8029,4419327.152,1
147,439163.057,4422444.251,439306.801,4419361.236,1
148,439266.3699,4422420.426,439005.2892,4419389.641,1
149,439253.6254,4422458.699,439325.133,4419337.094,1
150,440778.4274,4423497.481,440951.3503,4419319.926,2
151,440925.0109,4423478.677,440990.436,4419370.485,2
152,440854.0954,4423478.368,440890.4361,4419399.555,2
153,440724.9005,4423480.099,440922.8242,4419330.843,2
154,440938.6954,4423482.142,440736.0884,4419379.288,2
155,440733.7532,4423473.547,440992.1683,4419335.152,2
156,440857.4559,4423488.049,440962.2788,4419338.683,2
157,440875.9374,4423479.115,440739.2612,4419390.011,2
158,440755.6535,4423496.095,440953.2938,4419351.732,2
159,440787.0532,4423468.222,440791.352,4419384.812,2
160,440935.3943,4423486.841,440730.3384,4419306.073,2
161,440932.5673,4423488.165,440931.3842,4419378.151,2
162,440872.1099,4423485.301,440820.671,4419306.335,2
163,440777.3482,4423450.752,440851.6075,4419393.422,2
164,440873.2366,4423491.573,440776.5842,4419309.4,2
165,440704.6595,4423498.196,440837.0203,4419366.55,2
166,440919.1324,4423494.174,440814.7306,4419361.604,2
167,440907.4175,4423475.047,440843.2147,4419333.141,2
168,440950.4214,4423460.444,440808.836,4419355.147,2
169,440716.9108,4423453.523,440835.8114,4419326.994,2
170,440836.793,4423458.58,440911.1443,4419312.455,2
171,440876.4093,4423482.335,440827.2111,4419348.961,2
172,440759.4771,4423496.554,440701.7085,4419354.159,2
173,440701.2038,4423497.957,440966.7844,4419300.395,2
174,440820.1842,4423493.997,440974.9669,4419357.763,2
175,440886.7948,4423477.454,440995.4389,4419357.928,2
176,440800.6631,4423453.793,440786.3668,4419361.353,2
177,440765.9848,4423467.249,440801.8423,4419371.162,2
178,440728.5636,4423469.959,440718.8959,4419350.8,2
179,440795.9378,4423452.648,440892.3967,4419377.209,2
180,440781.9986,4423472.048,440974.9571,4419382.443,2
181,440876.6979,4423464.481,440748.348,4419368.45,2
182,440795.3605,4423495.703,440771.2004,4419379.618,2
183,440728.0635,4423453.733,440804.8738,4419311.49,2
184,440928.013,4423464.304,440951.5094,4419318.288,2
185,440968.3999,4423488.709,440774.538,4419399.635,2
186,440726.2716,4423487.496,440941.3053,4419318.334,2
187,440906.912,4423486.657,440797.24,4419350.429,2
188,440850.8742,4423485.623,440782.9542,4419310.191,2
189,440717.9296,4423496.152,440783.6722,4419390.188,2
190,440972.8183,4423474.548,440795.1706,4419309.06,2
191,440927.73,4423492.176,440918.9133,4419340.216,2
192,440766.7957,4423457.702,440988.0563,4419382.541,2
193,440871.5719,4423460.889,440702.8067,4419397.082,2
194,440763.7448,4423462.455,440702.7419,4419342.63,2
195,440903.121,4423456.276,440865.7049,4419376.048,2
196,440800.3484,4423479.749,440814.5711,4419394.441,2
197,440768.2745,4423477.427,440817.2948,4419304.309,2
198,440842.9846,4423488.159,440815.6515,4419347.495,2
199,440922.6415,4423480.66,440721.7931,4419329.096,2
200,440837.1741,4423472.65,440832.4377,4419369.78,2
201,440879.4624,4423491.392,440942.289,4419307.828,2
202,440907.6114,4423495.945,440753.7841,4419378.738,2
203,440968.3245,4423495.121,440850.3497,4419361.04,2
204,440904.9838,4423478.712,440946.6353,4419399.256,2
205,440920.7654,4423491.392,440923.4286,4419377.655,2
206,440957.6782,4423462.939,440843.8831,4419305.736,2
207,440940.1085,4423456.078,440915.847,4419342.122,2
208,440930.1676,4423485.273,440907.2205,4419362.673,2
209,440922.4597,4423475.617,440770.8705,4419388.039,2
210,440969.5247,4423478.907,440757.4822,4419352.083,2
211,440945.3315,4423490.965,440786.9175,4419334.956,2
212,440970.8041,4423478.489,440845.2112,4419330.007,2
213,440828.2952,4423476.551,440916.698,4419359.46,2
214,440815.0911,4423465.923,440849.1592,4419324.691,2
215,440724.0113,4423486.615,440777.2766,4419368.62,2
216,440876.9615,4423467.29,440899.2235,4419393.591,2
217,440743.2042,4423491.301,440991.7996,4419393.136,2
218,440781.8143,4423490.21,440980.8983,4419376.955,2
219,440824.4084,4423480.77,440914.3874,4419394.618,2
220,440983.3634,4423482.768,440823.8494,4419318.332,2
221,440967.0964,4423463.941,440970.974,4419330.167,2
222,440874.8263,4423486.196,440938.5038,4419381.331,2
223,440993.1369,4423485.155,440724.7926,4419388.799,2
224,440818.3588,4423498.842,440928.1695,4419341.396,2
225,441746.512,4420801.865,441997.849,4419319.238,3
226,441710.3997,4420802.304,441924.9805,4419340.216,3
227,441888.9197,4420825.115,441903.6949,4419324.336,3
228,441890.7195,4420821.744,441973.9529,4419311.962,3
229,441890.0776,4420847.706,441735.7014,4419359.108,3
230,441913.0724,4420822.465,441794.3748,4419343.492,3
231,441829.9461,4420835.633,441729.9783,4419349.84,3
232,441992.1566,4420824.019,441968.4348,4419314.519,3
233,441729.9253,4420807.792,441905.9107,4419332.601,3
234,441856.6535,4420813.133,441922.9192,4419318.589,3
235,441796.2719,4420829.651,441859.651,4419338.09,3
236,441837.6421,4420820.772,441850.8746,4419364.143,3
237,441965.2088,4420821.534,441747.4658,4419327.044,3
238,441893.1885,4420809.696,441871.903,4419343.779,3
239,441831.2775,4420847.528,441775.0724,4419304.543,3
240,441789.7215,4420846.114,441883.2335,4419390.372,3
241,441797.3515,4420820.706,441788.6417,4419304.792,3
242,441772.453,4420847.975,441945.1175,4419393.125,3
243,441781.9924,4420837.364,441708.3858,4419384.658,3
244,441969.433,4420819.343,441774.0132,4419339.646,3
245,441868.9166,4420825.077,441984.4076,4419329.296,3
246,441739.3553,4420845.315,441992.4427,4419333.329,3
247,441930.3232,4420819.148,441742.1596,4419312.425,3
248,441884.6786,4420837.723,441733.9025,4419396.024,3
249,441751.1554,4420805.3,441835.3233,4419332.573,3
250,441977.4093,4420810.262,441761.2297,4419361.116,3
251,441792.924,4420806.274,441773.0328,4419377.478,3
252,441982.9063,4420801.326,441844.0084,4419394.486,3
253,441855.6146,4420809.623,441959.1473,4419395.933,3
254,441939.9149,4420806.819,441971.5922,4419344.203,3
255,441895.3852,4420819.642,441749.5218,4419308.345,3
256,441737.7925,4420816.726,441851.0649,4419393.203,3
257,441924.1365,4420849.646,441830.4125,4419309.55,3
258,441923.6544,4420847.213,441928.953,4419378.115,3
259,441737.0963,4420803.396,441834.2427,4419367.065,3
260,441718.9833,4420822.963,441878.1662,4419395.157,3
261,441758.0081,4420830.798,441789.4197,4419309.062,3
262,441979.402,4420828.782,441749.1557,4419350.874,3
263,441978.1044,4420802.524,441775.5595,4419302.602,3
264,441971.9582,4420848.753,441960.9753,4419354.862,3
265,441995.8277,4420839.681,441850.3825,4419303.597,3
266,441774.8027,4420804.681,441961.5928,4419311.115,3
267,441726.755,4420842.806,441904.4272,4419378.435,3
268,441850.0792,4420836.16,441867.2642,4419367.796,3
269,441871.9998,4420848.55,441840.7977,4419328.252,3
270,441910.3495,4420848.554,441877.3693,4419389.551,3
271,441767.4146,4420817.378,441937.3675,4419374.997,3
272,441905.5245,4420802.274,441969.5999,4419321.78,3
273,441923.8814,4420802.379,441988.4039,4419331.687,3
274,441745.259,4420828.306,441732.5831,4419333.992,3
275,441858.428,4420839.951,441721.5729,4419361.927,3
276,441956.0694,4420842.008,441899.6551,4419350.174,3
277,441835.6747,4420823.618,441970.3072,4419314.205,3
278,441965.0674,4420847.239,441743.389,4419314.378,3
279,441990.0003,4420817.836,441941.922,4419301.364,3
280,441793.181,4420849.259,441777.4944,4419324.081,3
281,441853.146,4420807.534,441771.861,4419316.492,3
282,441771.7449,4420831.427,441831.6457,4419301.368,3
283,441737.7747,4420843.73,441771.9792,4419336.971,3
284,441732.9309,4420802.172,441731.6955,4419349.686,3
285,441700.8555,4420822.906,441804.9379,4419391.481,3
286,441879.9151,4420803.247,441993.2444,4419357.442,3
287,441810.206,4420840.167,441995.3053,4419316.538,3
288,441720.882,4420816.312,441774.5246,4419363.646,3
289,441957.6296,4420827.944,441993.732,4419301.865,3
290,441830.8337,4420844.549,441999.8957,4419349.073,3
291,441787.0885,4420820.667,441929.6131,4419391.125,3
292,441898.8812,4420817.684,441729.2332,4419340.53,3
293,441956.5217,4420807.564,441767.2076,4419378.063,3
294,441823.3502,4420813.334,441759.7681,4419376.368,3
295,441906.6698,4420809.489,441939.1863,4419305.136,3
296,441830.4408,4420846.683,441925.2704,4419386.17,3
297,441995.3588,4420820.079,441886.0589,4419343.525,3
298,441963.9305,4420809.675,441725.6478,4419336.267,3
299,441888.9692,4420838.032,441789.3855,4419395.87,3
300,441974.4427,4420803.898,441859.2996,4419320.49,3
301,441892.249,4420810.918,441754.7247,4419318.897,3
302,441868.8778,4420801.534,441913.6723,4419330.617,3
303,441830.2847,4420824.174,441792.4242,4419387.327,3
304,441783.3066,4420834.365,441761.6556,4419328.298,3
305,441932.5412,4420847.995,441872.6242,4419342.195,3
306,441716.5232,4420804.203,441709.5264,4419368.234,3
307,441954.9357,4420800.99,441904.7993,4419372.652,3
308,441988.1571,4420802.234,441846.9487,4419346.264,3
309,441745.5916,4420832.153,441918.6284,4419305.141,3
310,441947.3726,4420848.257,441706.3656,4419356.946,3
311,441756.2061,4420845.605,441802.643,4419360.976,3
312,441925.3668,4420815.576,441887.5369,4419306.694,3
313,441902.118,4420804.705,441973.6341,4419395.136,3
314,441847.4089,4420817.603,441852.5312,4419329.332,3
315,441953.3819,4420820.667,441840.7384,4419374.405,3
316,441856.5288,4420840.365,441978.3333,4419324.749,3
317,441901.9239,4420803.188,441789.6327,4419372.024,3
318,441950.8054,4420848.532,441974.5707,4419352.264,3
319,441923.7249,4420804.359,441932.01,4419301.262,3
320,441809.4307,4420812.651,441779.5353,4419399.215,3
321,441984.8569,4420847.053,441970.9078,4419388.544,3
322,441964.066,4420841.528,441883.7332,4419312.679,3
323,441870.393,4420810.111,441862.7997,4419317.656,3
324,441735.5338,4420812.186,441801.3845,4419386.851,3
325,441977.1461,4420810.03,441817.9369,4419306.032,3
326,441939.3122,4420806.847,441789.2376,4419380.689,3
327,441741.8249,4420847.353,441822.6243,4419301.762,3
328,441771.7578,4420803.915,441924.8988,4419353.468,3
329,441865.5989,4420831.484,441971.6638,4419319.462,3
330,441957.974,4420817.421,441768.476,4419316.119,3
331,441809.1672,4420838.13,441745.1978,4419381.495,3
332,441871.385,4420812.099,441981.8316,4419379.429,3
333,441707.2149,4420826.567,441728.4846,4419397.573,3
334,441958.0647,4420848.379,441867.7819,4419381.468,3
335,441750.6081,4420800.619,441999.8284,4419381.796,3
336,441711.9926,4420839.454,441889.4107,4419304.987,3
337,441709.4364,4420820.816,441849.8133,4419343.034,3
338,441837.5822,4420828.462,441717.9061,4419355.769,3
339,441992.8374,4420828.766,441949.6882,4419337.569,3
340,441854.574,4420846.058,441842.2681,4419350.403,3
341,441880.4428,4420843.073,441774.7273,4419386.556,3
342,441896.4341,4420805.388,441764.189,4419343.435,3
343,441811.0591,4420843.592,441935.9027,4419318.118,3
344,441945.9997,4420804.837,441863.4363,4419365.801,3
345,441893.9636,4420833.428,441753.8603,4419372.112,3
346,441901.7941,4420848.012,441749.238,4419308.763,3
347,441928.5683,4420802.009,441750.0856,4419392.186,3
348,441757.182,4420832.075,441943.8114,4419383.217,3
349,441761.3856,4420849.547,441790.1829,4419325.35,3
350,441834.1387,4420825.183,441830.5837,4419313.217,3
351,441806.8733,4420805.338,441839.6956,4419334.613,3
352,441994.9339,4420812.589,441881.6258,4419388.45,3
353,441841.0264,4420834.543,441844.7405,4419340.379,3
354,441860.2625,4420831.466,441987.5501,4419367.34,3
355,441858.59,4420839.735,441821.6434,4419358.672,3
356,441836.6958,4420837.468,441793.2672,4419314.412,3
357,441724.047,4420825.294,441799.1461,4419346.217,3
358,441831.3635,4420844.909,441869.799,4419362.998,3
359,441909.9828,4420839.719,441977.7921,4419307.357,3
360,441955.4605,4420819.127,441866.1137,4419308.553,3
361,441787.9514,4420845.328,441837.4728,4419396.44,3
362,441971.7652,4420807.687,441997.993,4419320.888,3
363,441864.3087,4420838.338,441914.9434,4419301.065,3
364,441896.9993,4420802.356,441871.6051,4419308.861,3
365,441777.6456,4420842.02,441934.0626,4419339.213,3
366,441840.486,4420848.419,441898.2026,4419395.588,3
367,441918.6057,4420826.638,441837.3965,4419335.243,3
368,441937.7989,4420816.675,441865.6615,4419346.833,3
369,441802.9166,4420817.212,441936.7647,4419380.831,3
370,441921.5759,4420839.215,441781.4278,4419300.243,3
371,441840.8612,4420841.121,441954.3407,4419317.962,3
372,441865.9482,4420817.364,441901.1364,4419320.384,3
373,441857.4017,4420822.792,441721.0222,4419344.804,3
374,441915.3132,4420849.718,441729.3213,4419345.946,3
375,441980.1111,4420823.686,441786.5373,4419340.997,3
376,441868.6777,4420814.935,441785.0628,4419301.8,3
377,441870.0164,4420802.928,441762.44,4419304.12,3
378,441921.4594,4420825.059,441810.3874,4419314.507,3
379,441839.2071,4420808.038,441817.428,4419307.656,3
380,441711.785,4420812.37,441890.78,4419300.858,3
381,441851.7315,4420809.911,441704.0446,4419374.067,3
382,441808.911,4420823.692,441846.7994,4419366.511,3
383,441750.4698,4420819.097,441727.5064,4419378.591,3
384,441822.0167,4420846.207,441791.0991,4419329.248,3
385,441806.1255,4420844.377,441739.1992,4419323.622,3
386,441711.533,4420844.604,441760.9474,4419350.949,3
387,441984.7043,4420830.472,441732.9084,4419373.242,3
388,441887.4465,4420847.613,441828.339,4419363.96,3
389,441785.323,4420827.582,441936.3958,4419352.497,3
390,441969.1855,4420847.781,441873.4393,4419397.395,3
391,441714.8586,4420809.715,441910.6026,4419354.101,3
392,441851.3967,4420848.623,441793.0611,4419325.758,3
393,441887.1348,4420845.165,441800.8883,4419386.939,3
394,441986.7907,4420845.821,441730.8387,4419300.826,3
395,441847.3061,4420806.104,441852.2979,4419313.611,3
396,441831.1755,4420835.298,441987.3738,4419312.622,3
397,441831.7964,4420827.547,441832.6363,4419393.468,3
398,441933.8086,4420836.777,441777.4824,4419316.606,3
399,441873.8237,4420800.597,441809.9981,4419332.977,3
400,441948.8523,4420830.436,441907.3035,4419387.767,3
401,441787.2056,4420809.117,441923.9483,4419314.205,3
402,441746.1735,4420834.632,441932.923,4419334.554,3
403,441756.8557,4420842.771,441705.7372,4419360.671,3
404,441979.5572,4420831.525,441961.8203,4419316.233,3
405,441935.5931,4420809.442,441942.5671,4419326.314,3
406,441852.1239,4420803.46,441760.3818,4419381.526,3
407,441963.3176,4420829.349,441869.3019,4419371.27,3
408,441997.5851,4420848.398,441982.1101,4419375.336,3
409,441937.419,4420836.981,441921.6652,4419361.456,3
410,441754.1273,4420813.063,441716.0697,4419392.802,3
411,441799.219,4420813.147,441768.4667,4419300.887,3
412,441980.0253,4420824.755,441912.1693,4419315.067,3
413,441881.3828,4420801.51,441702.6407,4419346.872,3
414,441811.5192,4420819.502,441936.3189,4419366.714,3
415,441949.7597,4420842.269,441796.3465,4419344.241,3
416,441910.6144,4420838.814,441757.193,4419345.398,3
417,441924.9735,4420817.556,441779.111,4419334.199,3
418,441991.2884,4420836.755,441828.8846,4419375.084,3
419,441956.6942,4420802.619,441995.6571,4419303.022,3
420,441790.0962,4420839.69,441805.3731,4419326.607,3
421,441800.8343,4420844.947,441782.9475,4419353.434,3
422,441768.2027,4420848.043,441829.2885,4419378.989,3
423,441866.9753,4420827.463,441971.1272,4419351.363,3
424,441950.8156,4420838.297,441892.2991,4419392.732,3
425,443830.0034,4419831.643,438668.7614,4422018.815,0
426,443265.4634,4420470.527,438649.1195,4423920.954,0
427,440021.7477,4421284.029,439713.3422,4420416.852,0
428,438671.2706,4424043.492,443452.7651,4419727.854,0
429,438595.3376,4421299.514,443246.0917,4422930.314,0
430,438264.4897,4420039.828,439391.1826,4422195.715,0
431,442753.2455,4422219.828,437575.9401,4424141.847,0
432,440019.6301,4422303.224,443224.2811,4420206.191,0
433,439873.7734,4419900.778,441675.5623,4424630.38,0
434,438216.2795,4420354.891,440052.7726,4423713.946,0
435,439346.7419,4421277.849,444117.1347,4421521.719,0
436,441733.6322,4418906.229,443152.4048,4420120.892,0
437,442495.095,4423473.657,442155.8103,4421700.07,0
438,438669.4598,4424120.165,440482.9476,4420301.976,0
439,438662.4471,4421591.717,442597.8923,4421541.969,0
440,442564.6657,4419888.183,438644.7898,4423354.597,0
441,441128.0677,4424490.237,443534.9928,4422710.068,0
442,437650.0993,4421802.103,443856.5032,4418621.332,0
443,438656.3499,4421515.247,439764.3928,4420373.592,0
444,438432.4593,4422725.864,440466.7749,4424563.485,0
445,442586.2421,4420971.877,440485.0766,4423415.194,0
446,440521.024,4418581.336,443858.2815,4422228.237,0
447,439117.9207,4424066.82,442433.7857,4424350.423,0
448,443764.8129,4419150.967,440542.5021,4422962.691,0
449,443234.1831,4420577.261,444121.9802,4418617.619,0
450,442617.2333,4419415.146,443644.3007,4422584.167,0
451,444038.8388,4419260.973,439554.3513,4420998.489,0
452,443819.5384,4421686.835,438650.139,4423628.526,0
453,444108.6398,4422905.811,439557.6145,4421073.218,0
454,438930.382,4423887.534,443252.225,4423824.893,0
455,443261.6328,4422827.21,443535.1132,4422709.416,0
456,439541.5672,4418716.726,439314.6137,4422633.318,0
457,438347.1298,4421621.536,439932.6797,4421250.452,0
458,443195.0725,4424043.571,440814.2322,4424281.072,0
459,442297.9681,4422377.165,437837.5192,4421588.562,0
460,440041.2612,4423503.251,438857.7039,4421152.356,0
461,442634.9027,4419587.762,437897.6311,4424607.078,0
462,439122.7085,4423892.669,442118.4072,4421169.612,0
463,438776.0078,4421644,438473.2396,4420036.019,0
464,440369.4662,4424558.804,438852.8868,4423867.295,0
465,438387.6109,4421690.318,442980.2172,4422167.956,0
466,442719.7917,4418893.238,439208.0745,4419428.97,0
467,441340.5798,4418825.493,437630.2876,4421321.109,0
468,437697.7763,4421817.495,440247.3981,4423959.188,0
469,437757.1637,4423525.042,438834.7309,4423862.085,0
470,439192.8432,4422942.62,443333.8065,4422688.554,0
471,443014.6815,4422673.283,443353.4394,4419382.613,0
472,440007.0593,4424509.932,442099.242,4420145.809,0
473,440107.0521,4423473.197,440481.5662,4420223.071,0
474,440288.6548,4421287.57,439097.1091,4423654.566,0
475,442694.1747,4418993.191,442827.1225,4421553.44,0
476,440002.4953,4419568.566,441350.6658,4423700.252,0
477,440834.0281,4423657.823,440956.7674,4422189.658,0
478,442781.8602,4418866.129,440479.6017,4421351.73,0
479,442982.4633,4421858.446,438651.5404,4423832.392,0
480,443999.6205,4422671.287,437987.0832,4418641.714,0
481,442986.2057,4420292.068,442583.4178,4421231.423,0
482,438604.744,4418636.899,444114.5462,4419364.079,0
483,439207.5668,4419557.222,438001.7035,4420582.444,0
484,439556.5149,4421040.324,439286.9208,4420682.543,0
485,438806.7061,4421642.038,438671.0295,4422108.425,0
486,438660.3804,4424372.561,441847.2852,4421195.553,0
487,440522.607,4418784.632,439425.3072,4421587.792,0
488,443131.7968,4420121.443,438485.0762,4424417.466,0
489,443864.3098,4422131.547,440493.0951,4421207.179,0
490,439190.0274,4421263.813,439800.2264,4419017.104,0
491,439723.4427,4420409.51,444113.1651,4418998.497,0
492,438856.7069,4422496.926,438092.3081,4420582.681,0
493,443259.6417,4422822.561,442089.4939,4418619.373,0
494,438210.8276,4419564.903,441731.4179,4419141.574,0
495,439334.8531,4424696.384,443636.6115,4422500.824,0
496,443223.218,4418617.092,439477.5217,4424531.584,0
497,443079.8264,4423866.545,442688.1052,4424695.123,0
498,438599.7837,4419571.065,439425.7969,4421579.078,0
499,443421.6473,4421373.357,440115.4756,4421286.087,0
500,437617.6336,4419453.676,442662.9628,4418936.457,0
501,440537.5033,4422543.846,443591.1158,4418905.773,0
