id,ox,oy,dx,dy,ori_cluster
44,441825.8859,4423983.697,439135.3635,4418867.107,1
45,441751.8239,4423925.277,439407.8027,4418891.218,1
46,441721.4816,4423980.421,439309.0751,4418898.178,1
47,441688.8633,4423993.039,438961.1637,4418883.16,1
48,441815.088,4423980.259,438969.4565,4418860.406,1
49,442172.1599,4423920.757,439105.6674,4418899.223,1
50,442216.3653,4423935.696,439203.9496,4418892.324,1
51,442118.8914,4423999.031,439635.1786,4418854.53,1
52,441755.0584,4423920.038,439596.6723,4418871.316,1
53,441770.7229,4423971.489,439380.9419,4418881.579,1
54,441954.2589,4423965.103,439503.3363,4418895.033,1
55,442066.6829,4423946.856,439514.3206,4418850.836,1
56,441900.5976,4423928.372,439424.0265,4418886.543,1
57,441999.3229,4423963.111,439317.6472,4418872.998,1
58,441824.3503,4423927.972,439381.2345,4418869.688,1
59,441914.2956,4423938.438,439481.7624,4418882.048,1
60,442204.7494,4423941.322,439357.3716,4418881.455,1
61,442032.2272,4423973.899,439337.575,4418864.967,1
62,441793.0323,4423972.191,439152.8425,4418879.397,1
63,441668.9741,4423981.307,439198.0797,4418895.806,1
64,442266.0121,4423945.188,439523.0273,4418877.003,1
65,442167.3184,4423968.788,439351.8059,4418875.309,1
66,442225.9962,4423937.001,439226.8654,4418879.719,1
67,441586.8751,4423968.871,439524.3609,4418897.065,1
68,441848.7016,4423982.687,439604.5843,4418876.234,1
69,442105.3918,4423961.23,439211.053,4418850.441,1
70,441628.458,4423933.505,439230.9155,4418854.854,1
71,441811.4403,4423948.705,439117.5269,4418894.279,1
72,442238.9109,4423971.541,439355.1557,4418894.553,1
73,442010.0341,4423971.255,439515.1109,4418861.865,1
74,441862.8494,4423935.918,439236.1242,4418881.438,1
75,441596.3726,4423970.323,439352.3459,4418878.35,1
76,441673.716,4423994,439349.2984,4418879.449,1
77,441613.477,4423924.497,439622.1415,4418866.445,1
78,442051.6882,4423980.071,439633.3419,4418857.446,1
79,441909.1483,4423983.273,439302.1084,4418892.268,1
80,441856.002,4423923.135,439431.9591,4418881.504,1
81,442196.8942,4423997.68,439560.4985,4418898.784,1
82,442231.3772,4423922.422,439268.7905,4418867.357,1
83,442181.0832,4423945.391,439547.7396,4418860.644,1
84,441689.7696,4423981.744,438979.3337,4418856.236,1
85,442018.7126,4423992.128,439126.8742,4418897.783,1
86,441702.4322,4423954.691,439505.5331,4418866.539,1
87,441688.9562,4423997.144,438974.3282,4418890.209,1
88,441963.6039,4423923.257,439487.7899,4418867.885,1
89,441671.7271,4423934.566,439607.1383,4418888.697,1
90,442239.1229,4423959.904,439169.4676,4418886.584,1
91,442138.2843,4423926.19,439430.5421,4418864.047,1
92,441644.8984,4423948.564,439030.7154,4418884.161,1
93,442168.1079,4423991.732,439562.5669,4418895.229,1
94,442130.3899,4423995.2,439536.6262,4418895.227,1
95,442199.5561,4423933.685,439294.3664,4418873.023,1
96,441837.9469,4423940.142,439103.8254,4418889.249,1
97,441891.7501,4423968.936,439195.6206,4418859.082,1
98,441846.7525,4423947.461,439350.9645,4418866.317,1
99,442075.0606,4423928.763,439070.637,4418863.342,1
100,440929.1202,4423987.277,439849.2135,4418873.709,2
101,439980.791,4423995.653,440558.2948,4418876.978,2
102,440433.7659,4423948.091,440979.4831,4418869.051,2
103,439755.522,4423946.886,440852.2377,4418879.424,2
104,440319.8149,4423923.759,439805.9974,4418867.805,2
105,439826.859,4423980.818,441426.0087,4418893.264,2
106,440904.2017,4423944.703,440185.059,4418868.168,2
107,440008.7382,4423968.708,439979.2803,4418853.007,2
108,440994.5147,4423954.445,439922.989,4418866.634,2
109,440985.2798,4423992.494,440833.3152,4418887.419,2
110,441279.3882,4423936.431,440385.5338,4418872.496,2
111,440699.8801,4423994.441,441148.2457,4418895.891,2
112,441244.8109,4423988.991,440733.0308,4418888.549,2
113,441114.6751,4423931.75,441292.4453,4418897.572,2
114,440343.4024,4423953.804,440633.6342,4418899.738,2
115,441248.1,4423963.685,439854.705,4418898.351,2
116,439861.76,4423933.329,440805.9116,4418899.391,2
117,440249.6114,4423924.806,439803.3737,4418856.459,2
118,440967.6582,4423993.131,440684.1314,4418866.162,2
119,439808.6146,4423940.32,440458.3407,4418891.463,2
120,440755.5188,4423921.353,441353.0454,4418854.438,2
121,440004.3074,4423983.928,440284.8464,4418887.696,2
122,441175.3419,4423963.972,440586.0771,4418869.513,2
123,440510.1391,4423969.832,440382.3753,4418899.797,2
124,440417.9742,4423936.637,440916.3357,4418863.674,2
125,440291.0686,4423960.867,440918.136,4418858.924,2
126,439884.0191,4423977.663,439912.6876,4418867.55,2
127,440275.0649,4423921.613,440624.0518,4418885.99,2
128,440014.553,4423921.097,440896.2489,4418875.146,2
129,440722.0299,4423976.1,439799.6026,4418873.067,2
130,440078.174,4423975.029,440221.445,4418857.413,2
131,440801.7647,4423938.217,440947.1079,4418856.634,2
132,441481.8378,4423953.822,441240.2801,4418868.134,2
133,440738.8588,4423996.134,440702.7934,4418861.578,2
134,440933.2317,4423959.308,439876.4966,4418851.806,2
135,441361.2915,4423924.989,439805.6357,4418890.11,2
136,440576.9756,4423954.4,441044.6855,4418890.457,2
137,440005.2599,4423927.606,440483.71,4418899.951,2
138,440260.0165,4423940.64,441040.7893,4418883.793,2
139,439985.8533,4423993.291,440109.997,4418894.794,2
140,440403.9282,4423986.296,441448.2103,4418860.935,2
141,440088.0375,4423948.533,440372.2151,4418890.69,2
142,440101.1,4423993.979,439767.6087,4418898.533,2
143,440946.4958,4423975.289,439930.5137,4418856.186,2
144,440184.9172,4423973.964,441211.3103,4418885.351,2
145,439924.341,4423964.74,440958.5556,4418871.156,2
146,440323.6055,4423986.969,439837.8407,4418872.17,2
147,440825.8436,4423946.717,439945.9348,4418850.782,2
148,440001.7232,4423970.408,439934.887,4418893.332,2
149,439988.9324,4423996.592,440191.7527,4418875.412,2
150,440629.5285,4423955.789,440779.3438,4418868.355,2
151,441462.4139,4423979.946,440808.5891,4418864.029,2
152,440592.0882,4423971.193,440191.8158,4418865.919,2
153,441481.8639,4423943.624,440197.8648,4418885.606,2
154,440408.4744,4423929.734,440338.0586,4418863.328,2
155,441339.1848,4423957.126,439865.1997,4418863.388,2
156,441181.4871,4423986.233,440959.8186,4418867.82,2
157,440777.1628,4423966.186,440140.6506,4418886.909,2
158,441201.7434,4423994.865,440459.7902,4418871.424,2
159,441465.7253,4423998.117,439946.6852,4418873.951,2
160,440788.576,4423950.982,441413.9964,4418854.813,2
161,439828.1382,4423922.798,441353.1977,4418884.337,2
162,440631.0903,4423951.116,440980.0127,4418887.733,2
163,440831.6429,4423968.865,439838.8077,4418855.568,2
164,441450.3404,4423996.355,441001.6301,4418853.235,2
165,439902.0525,4423920.542,440174.6273,4418894.795,2
166,440165.5542,4423940.815,441323.8582,4418875.558,2
167,441230.9951,4423956.009,440461.0082,4418889.597,2
168,440066.6123,4423943.962,439963.1882,4418855.352,2
169,441249.7396,4423932.148,440008.1097,4418862.423,2
170,439941.2109,4423988.5,440770.6868,4418874.635,2
171,441214.4287,4423941.33,441170.5516,4418858.904,2
172,439785.5997,4423964.962,440922.175,4418862.694,2
173,441459.3295,4423925.306,439782.5879,4418866.3,2
174,439964.191,4423927.011,440331.7859,4418856.378,2
175,439978.643,4423934.13,441414.9828,4418872.765,2
176,440837.4623,4423984.006,441440.3056,4418866.958,2
177,440823.5742,4423920.763,440021.8915,4418882.905,2
178,440897.1514,4423920.39,441087.541,4418868.428,2
179,440504.3981,4423996.539,440202.2365,4418883.203,2
180,441050.9539,4423972.195,441260.3717,4418879.745,2
181,441120.9011,4423945.335,441001.8438,4418895.783,2
182,440379.8468,4423942.403,441326.8604,4418892.594,2
183,440731.5831,4423947.194,440255.9689,4418866.49,2
184,440037.5738,4423989.339,440103.6954,4418868.784,2
185,441178.1905,4423978.694,440648.0044,4418882.075,2
186,440760.17,4423926.045,440892.7485,4418854.311,2
187,441392.6087,4423959.857,439993.4581,4418888.856,2
188,440243.1085,4423994.814,440659.0324,4418855.12,2
189,440015.0033,4423974.538,441173.6806,4418879.269,2
190,441090.8625,4423932.613,441339.5574,4418878.263,2
191,439868.4032,4423958.631,440189.7168,4418859.895,2
192,439793.839,4423922.125,439859.5737,4418894.188,2
193,440871.5927,4423999.851,439906.1319,4418897.029,2
194,440852.4587,4423955.177,440289.3299,4418882.486,2
195,441430.0179,4423957.628,439926.9175,4418894.336,2
196,441396.7905,4423992.157,440812.4521,4418879.712,2
197,439806.9033,4423982.818,440041.0836,4418864.281,2
198,439815.7541,4423928.406,439804.4147,4418865.684,2
199,440721.8001,4423963.551,440661.082,4418860.471,2
200,440143.55,4423974.792,441354.7206,4418856.438,2
201,440846.9443,4423966.489,440162.869,4418870.22,2
202,440726.129,4423956.444,440203.263,4418870.596,2
203,439774.4002,4423952.971,441241.6845,4418892.221,2
204,440851.9694,4423988.598,441098.647,4418854.912,2
205,440508.9052,4423986.647,440527.4958,4418872.322,2
206,440980.0069,4423978.328,441271.6291,4418881.587,2
207,441462.1933,4423963.083,441127.6889,4418885.277,2
208,440158.8796,4423947.28,439874.208,4418863.714,2
209,440494.3207,4423953.437,440730.7597,4418885.126,2
210,439846.1707,4423958.472,441013.0786,4418850.357,2
211,440595.1036,4423972.826,440750.4407,4418889.241,2
212,441176.7409,4423962.448,441219.9106,4418862.837,2
213,439750.9416,4423945.711,440423.7735,4418884.26,2
214,440475.0833,4423959.53,440873.4282,4418873.416,2
215,441369.7467,4423964.066,440633.5794,4418864.152,2
216,440533.8834,4423949.692,441266.4,4418850.034,2
217,439742.5159,4423962.644,439853.4453,4418888.264,2
218,440753.9407,4423983.011,440065.4742,4418870.443,2
219,440775.0461,4423974.306,440994.826,4418894.451,2
220,439760.0539,4423960.197,440386.6353,4418860.044,2
221,441043.7216,4423983.755,440548.3988,4418894.772,2
222,439859.4472,4423993.2,439768.4448,4418876.448,2
223,440175.3795,4423993.278,440383.3789,4418879.439,2
224,440644.3732,4423976.149,440109.3033,4418858.344,2
225,441024.0274,4423930.726,440479.9013,4418894.617,2
226,440023.33,4423985.443,440770.789,4418895.335,2
227,440648.7411,4423953.205,440466.0538,4418895.713,2
228,440410.6821,4423954.848,440638.5149,4418886.811,2
229,441439.0022,4423983.729,440553.6889,4418857.789,2
230,440206.088,4423937.281,441290.392,4418890.898,2
231,441413.6703,4423965.77,440743.3062,4418878.053,2
232,440652.226,4423949.16,441139.4011,4418879.242,2
233,440941.4658,4423981.496,441411.6975,4418856.198,2
234,440555.14,4423987.57,440559.4365,4418856.988,2
235,441123.09,4423948.661,440637.5011,4418852.059,2
236,440002.4646,4423969.37,440689.4914,4418878.932,2
237,439756.5978,4423998.765,440055.0865,4418891.671,2
238,440460.6589,4423959.678,440168.8269,4418887.405,2
239,440697.5295,4423971.244,440646.8072,4418884.719,2
240,439944.226,4423990.077,441054.8933,4418891.337,2
241,440495.2077,4423922.181,441185.1732,4418865.528,2
242,441072.2748,4423973.007,441119.8803,4418875.158,2
243,439836.7294,4423940.279,440807.3408,4418889.715,2
244,441346.1288,4423978.955,440067.2079,4418893.184,2
245,441416.8434,4423947.774,440424.9643,4418878.027,2
246,440007.3503,4423921.113,440659.8385,4418869.922,2
247,440459.3294,4423937.343,439980.3999,4418891.148,2
248,440073.1042,4423975.773,441037.413,4418874.572,2
249,439947.9324,4423978.756,440789.4066,4418879.738,2
250,440332.9428,4423935.927,440035.014,4418855.865,2
251,441334.9698,4423969.387,440607.0429,4418850.536,2
252,440691.3562,4423959.541,439994.5327,4418888.923,2
253,440063.6812,4423942.812,440604.3999,4418878.038,2
254,440738.8796,4423960.812,441470.3506,4418899.211,2
255,441436.4373,4423991.058,441039.5095,4418887.696,2
256,440147.1207,4423937.782,440565.5384,4418878.568,2
257,440369.7015,4423972.57,441403.4811,4418859.41,2
258,440376.1746,4423928.754,441004.7462,4418890.255,2
259,441165.6889,4423963.978,441467.1978,4418855.483,2
260,440958.6749,4423938.549,441172.9747,4418852.839,2
261,441115.5025,4423977.88,439989.1181,4418886.575,2
262,440752.5109,4423974.041,441077.6172,4418872.473,2
263,440447.3748,4423931.47,441183.9323,4418853.248,2
264,440543.9275,4423935.3,440942.5972,4418871.02,2
265,440648.7519,4423972.992,440983.0455,4418876.527,2
266,440687.9671,4423944.065,440483.7122,4418887.53,2
267,440916.8834,4423928.603,439949.6429,4418871.756,2
268,441366.9418,4423931.353,440528.3023,4418882.623,2
269,440932.0532,4423945.141,440348.8123,4418875.426,2
270,441236.0667,4423989.243,440954.7186,4418888.477,2
271,440583.6482,4423973.327,440502.1608,4418877.481,2
272,441125.7238,4423954.809,440671.3226,4418855.295,2
273,441261.251,4423960.14,439809.6974,4418879.918,2
274,441203.7169,4423928.547,440501.8159,4418852.23,2
275,440609.7085,4423991.313,441319.2816,4418883.606,2
276,440120.8192,4423966.257,440846.0944,4418897.608,2
277,440598.1053,4423950.745,441412.5292,4418890.804,2
278,440133.3237,4423978.381,439928.9742,4418852.136,2
279,441339.6652,4423943.358,440281.8053,4418879.599,2
280,441197.7783,4423988.781,440171.8486,4418851.423,2
281,440219.9886,4423929.797,441043.2349,4418883.902,2
282,441327.2501,4423966.858,441490.0207,4418856.35,2
283,440000.444,4423963.815,440791.3684,4418889.669,2
284,441324.434,4423935.87,440169.159,4418877.25,2
285,439791.7212,4423936.443,441308.7314,4418868.707,2
286,440092.6221,4423964.673,440168.2376,4418873.499,2
287,440952.781,4423936.349,440481.3868,4418863.145,2
288,441350.7873,4423936.188,441235.1402,4418854.534,2
289,441150.37,4423971.644,441091.3757,4418878.141,2
290,439749.0641,4423944.441,440588.5678,4418855.121,2
291,439865.628,4423939.578,440869.3784,4418891.014,2
292,440120.7169,4423998.748,440854.4682,4418869.352,2
293,440239.2081,4423950.418,440025.6769,4418889.337,2
294,440276.9462,4423945.428,440975.5015,4418888.009,2
295,441290.7771,4423932.816,439975.5485,4418879.492,2
296,440963.0305,4423931.717,440818.694,4418882.538,2
297,440680.3789,4423953.615,440049.3285,4418868.667,2
298,439778.8487,4423979.01,439922.7767,4418895.001,2
299,441291.7073,4423975.657,440129.9651,4418867.689,2
300,440373.9989,4423979.797,441074.0628,4418893.707,2
301,441465.0245,4423991.793,441434.5874,4418857.212,2
302,440094.0201,4423947.31,440486.3819,4418880.511,2
303,441300.797,4423978.343,441189.9639,4418874.6,2
304,441473.1766,4423989.038,440263.3024,4418870.303,2
305,440092.4889,4423922.173,440883.7383,4418896.023,2
306,441007.7031,4423988.533,441216.0838,4418863.752,2
307,440956.6232,4423998.183,440035.9259,4418857.676,2
308,441285.7954,4423948.204,440546.5292,4418893.996,2
309,441129.4103,4423979.83,441459.6516,4418857.606,2
310,441054.1709,4423937.699,440154.4783,4418869.105,2
311,441152.0434,4423968.476,440575.6928,4418857.33,2
312,440239.3447,4423983.283,440833.8346,4418892.87,2
313,440226.5276,4423972.579,440208.5435,4418893.171,2
314,439824.0948,4423940.407,441247.1801,4418861.975,2
315,441107.0612,4423988.646,441354.6486,4418875.875,2
316,440671.11,4423936.909,441353.3664,4418883.866,2
317,441153.9812,4423964.597,440190.6494,4418894.332,2
318,440880.3835,4423956.462,441095.2631,4418882.036,2
319,441325.0083,4423946.581,440526.2151,4418879.04,2
320,439741.7028,4423984.398,441450.5714,4418866.177,2
321,440053.9858,4423966.697,440987.0094,4418895.053,2
322,441044.5294,4423981.512,440045.424,4418881.755,2
323,440656.2752,4423975.453,440874.6762,4418867.171,2
324,440732.3091,4423933.18,440870.6678,4418879.311,2
325,440963.5353,4423955.434,441149.3785,4418854.856,2
326,440034.1882,4423984.531,441498.5843,4418864.313,2
327,440221.6631,4423978.355,440521.5338,4418890.85,2
328,441326.8841,4423955.157,440664.9791,4418868.968,2
329,440460.7769,4423935.215,440516.7413,4418863.411,2
330,440784.3799,4423995.265,440858.3801,4418880.359,2
331,440116.5284,4423971.554,441350.1975,4418850.677,2
332,440564.0823,4423948.545,439835.7934,4418894.715,2
333,440536.6772,4423929.635,441287.2805,4418866.909,2
334,441056.7215,4423983.695,439809.4076,4418870.071,2
335,440364.5833,4423999.827,441164.3367,4418875.508,2
336,440883.767,4423974.466,440984.0538,4418890.219,2
337,441085.6613,4423940.754,440491.8121,4418899.775,2
338,440592.3029,4423986.848,440350.2478,4418879.9,2
339,439935.0678,4423972.184,440051.9149,4418850.781,2
340,440263.6071,4423954.17,441122.7118,4418867.969,2
341,441270.4312,4423990.882,441088.0085,4418891.223,2
342,441322.7422,4423972.266,440179.0293,4418875.551,2
343,439974.3505,4423938.499,439946.7278,4418878.013,2
344,441083.7609,4423956.829,441406.2722,4418850.55,2
345,441495.2318,4423952.867,441181.3088,4418854.62,2
346,441187.5596,4423975.537,440282.8101,4418857.388,2
347,440553.3552,4423926.064,441399.1509,4418850.81,2
348,440513.8038,4423935.979,440945.019,4418880.141,2
349,440058.312,4423964.234,441491.1535,4418892.008,2
350,439329.8784,4423939.336,441843.8794,4418882.823,3
351,439564.0669,4423930.404,441914.2628,4418887.148,3
352,439335.7047,4423929.89,441734.225,4418892.587,3
353,439285.0726,4423937.703,441914.107,4418866.624,3
354,439406.1685,4423971.181,441978.5886,4418889.919,3
355,439191.599,4423992.365,441824.7977,4418885.752,3
356,439568.77,4423973.339,441876.9423,4418853.09,3
357,439442.2569,4423987.363,441778.8723,4418895.19,3
358,438969.498,4423930.186,441951.7602,4418896.311,3
359,439649.5141,4423995.066,441962.1472,4418869.756,3
360,439637.7484,4423932.031,441876.2199,4418877.999,3
361,439031.5956,4423964.527,442076.3554,4418891.988,3
362,439522.3499,4423938.791,441888.8129,4418880.781,3
363,439189.285,4423931.847,441715.3609,4418869.53,3
364,439119.6468,4423937.169,441617.3599,4418882.315,3
365,439241.3855,4423929.614,442053.8641,4418865.246,3
366,439514.7656,4423963.927,442053.8733,4418882.446,3
367,438944.8243,4423996.636,442161.2259,4418880.349,3
368,439407.4173,4423925.043,441903.1722,4418884.507,3
369,438925.6969,4423925.623,441807.0461,4418859.848,3
370,439570.7507,4423945.284,441963.5477,4418873.161,3
371,439205.6859,4423986.874,442223.1743,4418850.712,3
372,439072.6215,4423921.564,441639.2621,4418884.878,3
373,439545.5612,4423928.411,442259.4297,4418852.145,3
374,439555.1773,4423922.917,442117.4868,4418891.208,3
375,439210.6889,4423962.939,441793.0221,4418888.285,3
376,439359.4044,4423957.364,441994.8525,4418873.861,3
377,439608.2437,4423960.828,441768.1014,4418870.427,3
378,439133.9028,4423993.106,442263.9583,4418867.662,3
379,439055.2249,4423920.519,442008.2953,4418882.264,3
380,439371.0695,4423926.005,441595.1289,4418874.573,3
381,439351.2485,4423944.359,442003.525,4418898.099,3
382,439122.9669,4423982.356,441744.9364,4418878.041,3
383,439284.7363,4423920.591,441893.247,4418873.572,3
384,439635.746,4423926.742,442147.3942,4418872.093,3
385,439396.9005,4423989.672,442039.7571,4418880.763,3
386,439281.3904,4423922.815,442243.755,4418884.042,3
387,439120.0085,4423974.853,442259.9628,4418871.736,3
388,439055.3309,4423960.893,442139.857,4418869.017,3
389,439621.7934,4423979.943,442106.8786,4418858.125,3
390,439284.0154,4423953.289,441687.5626,4418899.216,3
391,439552.8803,4423936.598,441950.9533,4418886.928,3
392,439396.0195,4423975.126,441629.2641,4418897.125,3
393,439002.2458,4423988.565,441671.3604,4418860.241,3
394,439333.293,4423998.025,441673.1062,4418898.978,3
395,439230.8448,4423987.809,441848.3999,4418854.732,3
396,439349.3936,4423932.666,441713.1647,4418879.011,3
397,439473.7845,4423973.698,441971.0177,4418857.718,3
398,439471.051,4423924.975,441689.3552,4418898.463,3
399,439579.0936,4423944.325,441891.7264,4418892.944,3
400,439363.7225,4423974.415,441646.8568,4418889.956,3
401,438951.1114,4423947.559,441575.9608,4418858.769,3
402,439166.5283,4423999.578,441889.9561,4418879.964,3
403,439037.6366,4423956.961,441879.6353,4418851.258,3
404,439513.7746,4423935.17,441634.922,4418890.819,3
405,439184.3602,4423962.15,441865.8687,4418875.058,3
406,439218.1091,4423965.995,441805.9061,4418887.099,3
407,439295.4278,4423953.915,442103.7574,4418852.169,3
408,439612.1646,4423980.977,441772.7381,4418897.863,3
409,438915.8645,4423977.617,442035.3075,4418896.101,3
410,438936.8935,4423990.716,441710.9795,4418862.752,3
411,439300.8723,4423970.183,441900.0988,4418862.651,3
412,439025.9372,4423922.187,441939.8412,4418885.905,3
413,438990.8425,4423966.968,441785.0017,4418890.647,3
414,439385.9335,4423997.03,442133.1754,4418893.664,3
415,439334.5526,4423958.987,441673.22,4418897.895,3
416,439334.8486,4423983.381,442254.4095,4418856.649,3
417,439336.0441,4423974.141,442063.913,4418890.378,3
418,438937.4587,4423934.944,442266.745,4418850.359,3
419,438920.7809,4423921.156,442140.7252,4418866.049,3
420,439120.7074,4423961.433,441978.8379,4418855.963,3
421,439115.4116,4423973.253,441909.8111,4418886.873,3
422,439216.8003,4423944.238,441810.6051,4418898.045,3
423,439267.7228,4423959.046,441596.4632,4418856.496,3
424,439508.0312,4423937.864,442105.2014,4418857.121,3
425,439193.2548,4423924.899,442238.996,4418850.152,3
426,439599.299,4423933.399,441724.5623,4418871.576,3
427,438917.7372,4423988.875,441589.7798,4418895.365,3
428,439033.6491,4423922.651,441722.2963,4418868.637,3
429,438944.5114,4423951.386,441666.1741,4418895.506,3
430,439398.613,4423990.036,441934.7142,4418894.501,3
431,439580.8297,4423932.344,442132.1851,4418873.369,3
432,439613.5738,4423933.173,442082.2916,4418885.444,3
433,438972.6559,4423973.566,442204.4819,4418886.521,3
434,439361.5535,4423937.847,441696.897,4418871.697,3
435,439613.9319,4423923.563,442021.5047,4418876.247,3
436,439260.4362,4423998.268,442031.1186,4418896.318,3
437,438990.7331,4423997.337,441599.398,4418850.202,3
438,439244.1608,4423959.728,442030.7065,4418853.934,3
439,438991.029,4423986.926,442117.1843,4418858.88,3
440,439527.2724,4423943.489,441914.3698,4418868.406,3
441,438926.093,4423940.034,442000.2152,4418876.275,3
442,439601.9417,4423920.411,442032.3227,4418858.806,3
443,438934.1726,4423967.905,441766.3611,4418875.778,3
444,439247.1862,4423962.702,442107.2027,4418859.195,3
445,439096.8911,4423956.377,441881.2527,4418872.044,3
446,438978.8974,4423962.67,442078.819,4418874.306,3
447,438927.2729,4423959.794,442245.4063,4418858.051,3
448,439090.0145,4423959.068,442113.8962,4418869.046,3
449,439025.1437,4423965.907,442123.2263,4418893.68,3
450,443830.0034,4419831.643,438668.7614,4422018.815,0
451,443265.4634,4420470.527,438649.1195,4423920.954,0
452,440021.7477,4421284.029,439713.3422,4420416.852,0
453,438671.2706,4424043.492,443452.7651,4419727.854,0
454,438595.3376,4421299.514,443246.0917,4422930.314,0
455,438264.4897,4420039.828,439391.1826,4422195.715,0
456,442753.2455,4422219.828,437575.9401,4424141.847,0
457,440019.6301,4422303.224,443224.2811,4420206.191,0
458,439873.7734,4419900.778,441675.5623,4424630.38,0
459,438216.2795,4420354.891,440052.7726,4423713.946,0
460,439346.7419,4421277.849,444117.1347,4421521.719,0
461,441733.6322,4418906.229,443152.4048,4420120.892,0
462,442495.095,4423473.657,442155.8103,4421700.07,0
463,438669.4598,4424120.165,440482.9476,4420301.976,0
464,438662.4471,4421591.717,442597.8923,4421541.969,0
465,442564.6657,4419888.183,438644.7898,4423354.597,0
466,441128.0677,4424490.237,443534.9928,4422710.068,0
467,437650.0993,4421802.103,443856.5032,4418621.332,0
468,438656.3499,4421515.247,439764.3928,4420373.592,0
469,438432.4593,4422725.864,440466.7749,4424563.485,0
470,442586.2421,4420971.877,440485.0766,4423415.194,0
471,440521.024,4418581.336,443858.2815,4422228.237,0
472,439117.9207,4424066.82,442433.7857,4424350.423,0
473,443764.8129,4419150.967,440542.5021,4422962.691,0
474,443234.1831,4420577.261,444121.9802,4418617.619,0
475,442617.2333,4419415.146,443644.3007,4422584.167,0
476,444038.8388,4419260.973,439554.3513,4420998.489,0
477,443819.5384,4421686.835,438650.139,4423628.526,0
478,444108.6398,4422905.811,439557.6145,4421073.218,0
479,438930.382,4423887.534,443252.225,4423824.893,0
480,443261.6328,4422827.21,443535.1132,4422709.416,0
481,439541.5672,4418716.726,439314.6137,4422633.318,0
482,438347.1298,4421621.536,439932.6797,4421250.452,0
483,443195.0725,4424043.571,440814.2322,4424281.072,0
484,442297.9681,4422377.165,437837.5192,4421588.562,0
485,440041.2612,4423503.251,438857.7039,4421152.356,0
486,442634.9027,4419587.762,437897.6311,4424607.078,0
487,439122.7085,4423892.669,442118.4072,4421169.612,0
488,438776.0078,4421644,438473.2396,4420036.019,0
489,440369.4662,4424558.804,438852.8868,4423867.295,0
490,438387.6109,4421690.318,442980.2172,4422167.956,0
491,442719.7917,4418893.238,439208.0745,4419428.97,0
492,441340.5798,4418825.493,437630.2876,4421321.109,0
493,437697.7763,4421817.495,440247.3981,4423959.188,0
494,437757.1637,4423525.042,438834.7309,4423862.085,0
495,439192.8432,4422942.62,443333.8065,4422688.554,0
496,443014.6815,4422673.283,443353.4394,4419382.613,0
497,440007.0593,4424509.932,442099.242,4420145.809,0
498,440107.0521,4423473.197,440481.5662,4420223.071,0
499,440288.6548,4421287.57,439097.1091,4423654.566,0
500,442694.1747,4418993.191,442827.1225,4421553.44,0
501,440002.4953,4419568.566,441350.6658,4423700.252,0
